Tweet,Subject_of_tweet,Emotion
#Apple to Hawk iPad 2 at #SXSW Festival Popup Store!  {link}  by @mention,iPad or iPhone App,1
"@mention  hello! Enjoy #Sxsw and ride anywhere in Austin for $10 . download the #GroundLink app, {link} booth 437",,1
"Oh Lordy, here we go... RT @mention What time does the #apple store at #sxsw open? Pulling the #ipad2 trigger.",iPad,1
Loved the honesty in Google's Marissa Mayer keynote: we have too many products and need to step up customer service for locations #sxsw,Google,1
Hey #SXSW how bout donating all this $ your spending on the new #iPad to Japan. Do you REALLY need that thing?,iPad,0
"Wondering how much revenue the Austin @mention store grossed on account of the ipad2, amid #sxsw ...what a strategic release...",,1
How could I forget my cell phone today for #SXSW what a fail glad I have my iPad #lifelinetotheworld,iPad,1
".@mention I have a 3G iPhone. After 3 hrs tweeting at #RISE_Austin, it was dead!  I need to upgrade. Plugin stations at #SXSW.",iPhone,0
.@mention I have a feeling #SXSW will be the worst place to try &amp; get an iPad 2- everyone there will be trying to get one. #techiesunite,iPad,0
"Love that I have a MacBook, iPad, and iPhone with me at #sxsw this year. One runs out of juice, and I can jump to the next.",iPhone,1
Holy cow! I just got hooked by Paolo and Alex with a backup charger for my iPhone! facebook.com/powermat #powermatteam #sxsw #thanks,iPhone,1
Holy cow! I just got hooked by Paolo and Alex with a backup charger for my iPhone! facebook.com/powermat #powermattteam #sxsw #thanks,iPhone,1
Catch 22Û_ I mean iPad 2 at #SXSW - {link} #apple #ipad2,,1
I knew if I plied @mention with beer and stogies last night I'd weasel my way into the Team Android party tonight. #success #SXSW.,Android,1
"I thought I would use my iPad a lot during #SXSW, but I haven't even touched it once.  Hmmzies.",iPad,0
ÛÏ@mention I'll be at the Austin Convention Center today w/ my @mention fam... showing my new iPhone game. #SXSWÛ,,1
@mention  I'm beyond frustrated w/ @mention after this Samsung Moment runaround &amp; am leaving for ATT &amp; iPhone so I can enjoy #sxsw.,iPhone,1
I have no idea why this startupbus thing is so addictive: {link} #sxsw Also just added Android app.,Android App,1
"Hot-spot! If only @mention data speed could keep up RT @mention Also, thanks to Apple for releasing iOS 4.3 just in time for #SXSW",Apple,1
wondering if ppl in #sxsw on friday will queue at the convention centre or the apple store! xD i'm still figuring out wot i'll do!,Apple,1
This Week in #iPad clip: @mention joins @mention to review the free #SXSW Go #App! {link} #iPad2 #SXSWGo,,1
"If you're in a room full of people w/good Wi-Fi at #SXSW run #FrostWire on your Android {link} Share pics, apps, vids w/others",Android App,1
"If you're in a room full of people w/good Wi-Fi at #SXSW run #FrostWire on your Android {link} share pics, apps, vids w/others",Android App,1
"Hot spots in Austin on Gowalla right now: convention cnt, the Ignite party n the Apple store. #sxsw #sxswi",Apple,1
I will be in Austin this weekend @mention #SXSW supporting Smarty Ears' launch of new iPad apps for Speech Therapy {link} #sxswh #sxsh,,1
"For those in need of sweet Mac goodness at #SXSW, Apple has set up a temporary store downtown: {link}",Apple,1
"Zite, the Intelligent iPad Magazine: {link} &lt;  Deliciousness. #sxsw #trending #youneedthis",iPad,1
"google is interested in location based tech for indoor venues - businesses, convention centers etc.  Tech needs to improve first.  #sxsw",Google,0
Tim Soo's invisible instruments are jaw dropping. iPhone+Wii controller. {link} #lovemusicapi #sxsw,iPhone,1
Rockin an iPad 2 from the downtown Apple #SXSW store. #apple,iPad,1
#technews iPad 2 Gets Temporary Apple Store for SXSW {link} #Tech_News #Apple #Apple_Store #iPad_2 #SXSW #tech,,1
AWESOME!! ipad 2 jailbreak!! {link} Grateful Dead #fab5 #sxsw,iPad,1
New Post: iPad 2 Launches to Huge Lines at Apple Pop-Up Shop in Austin {link} #SXSW #SXSWi,iPad,1
"ÛÏ@mention iPad 2 Sold Out, 70% Went to New Buyers [REPORT] - {link} #sxsw #socialmedia #tech #ipad2 #mediaÛ",iPad,1
Remaining iPad 2 stock at #sxsw Apple store.. Come get one :-)  {link},iPad,1
I won the iPad accessories bag! Thanks @mention #SXSW,iPad,1
The #sxsw iPad app is pure gold. @mention,iPad or iPhone App,1
the first iPad didn't even exist here last year and I already feel like I'm pulling out an antique everytime I use my iPad #sxsw #ipad2,iPad,0
"Turn your iPad into a 'physical messaging platform' with Holler Gram, a cheeky app we built for #SXSW. {link}",iPad or iPhone App,1
"shoot, my ipad will not display any search results :( will have to go through questions later #osmpw #sxsw",iPad,0
Pic of my iPad-winning performance: {link} #sxsw #accordion #toodamnlucky,iPad,1
I fear no iphone + #att 3gs slowpoke network during #sxsw &amp; #sxswmusic.,iPhone,1
The #SXSW iPhone app is mocking me. Like I have the money to be there - COME ON.,iPad or iPhone App,0
The #SXSW iPhone app is one of the worst I've had to use in a very long time.,iPad or iPhone App,0
Very cool iphone app just launched at #sxsw FlyPost: community bulletin board w/ location. Learn more: {link} {link},iPad or iPhone App,1
Pedicab + iPhone charger would be epic win. #SXSW,Other Apple product or service,1
"Check out iPhone Developer Meet Up at SXSW.
{link} #SXSW",iPhone,1
"&quot;the iPhone is a transient device used in short bursts; the iPad is an 'after 8pm, on the couch' device.&quot; @mention #sxsw",iPhone,1
Disliking iPhone twitter auto shortening links for me. #sxsw,iPad or iPhone App,0
@mention  iPhone. Clearly. Positively. Happily. #SXSW,iPhone,1
"Flipboard is developing an iPhone version, not Android, says @mention #sxsw",iPhone,1
my iPhone is overheating. why are there so many british sounding people in texas? #SXSW,iPhone,0
So {link} is part of my presentation at #SXSW so good thing it's crashing now instead of then. Works best on iPhone/Android,iPhone,1
"my sister is throwing the Google sxsw party tonigh Come!! {link} Bands, food, art, ice cream, nifty interactive #sxsw",Google,1
My iPhone is wilting under the stress of being at #sxsw.,iPhone,0
I believe it - I almost always use Google Maps on my iPhone RT @mention 40% of Google Maps use is Mobile says @mention #sxsw,Other Google product or service,1
Of course it does! RT @mention #SXSW Gets Its Own Apple Store {link} #geeksrule,Apple,1
"Gotta get it! RT @mention Hey Taariq, howdy from Texas, fav #sXsw app is: {link} &lt;--android-or get Iphone #UsGuys",iPad or iPhone App,1
"@mention  Its bigger than an iphone and smaller than a PC, so good for big events like #SXSW and meeti? {link}",,1
"@mention  Its bigger than an iphone and smaller than a PC, so good for big events like #SXSW and meeting day? {link}",iPad,1
I'm a bit jealous seeing #SXSW attendees with #ipad2. My iPad seems so obsolete...,iPad,1
&quot;I'm just learning all of these things from the screen.&quot; A 4-year old's explanation of how she instantly knew how to use an iPad. #sxsw,iPad,1
"more that just location, PixieEngine! RT @mention Google says the future is location, location, location: {link} #SXSW #CNN",Google,0
This iPad keeps me awake. Thank god I bought it.... #SXSW,iPad,1
"iPhone, I know this #SXSW week will be tough on your already-dwindling battery, but so help me Jeebus if you keep correcting my curse words.",iPhone,0
"Google to launch a social network, Circles, at #SxSW - {link} - Who's excited?",Other Google product or service,1
Google to Launch Major New Social Network Called Circles  {link} #sxsw (via @mention,Google,1
"Google to Launch Major New Social Network Called Circles (Updated) {link} *Not launched at #SXSW, but soon. Should I care?",Other Google product or service,0
"Google to Launch Major New Social Network Called Circles, {link} #sxsw - Brazil's orkut users have been waiting.",Other Google product or service,1
"Google to Launch Major New Social Network Called Circles, Possibly Today (Updated) by @mention {link} #sxsw",Other Google product or service,1
"Google to Launch Major New Social Network Called Circles, Possibly Today {link}",Google,1
"Google to Launch Major New Social Network Called Circles, Possibly Today {link} #sxsw - this will surely be a threat to FB",Other Google product or service,1
"Google to Launch Major New Social Network Called Circles, Possibly Today {link} #sxsw #Pakistan #cwc2011",Other Google product or service,1
"Google to Launch Major New Social Network Called Circles, Possibly Today {link} #sxsw rt @mention via @mention",,1
"Google to Launch Major New Social Network Called Circles, Possibly Today {link} #sxswÛ &gt;&gt; Should be good",,1
"Google to Launch Major New Social Network Called Circles, Possibly Today @mention #sxsw #sxswi - {link} via @mention",Google,1
"Google to Launch Major New Social Network Called Circles, Possibly Today by @mention {link} via @mention #SXSW #ScreenFuture",,1
"Google to Launch Major New Social Network Called Circles, Possibly Today by @mention {link} via @mention #sxsw #sxswi",Other Google product or service,1
Google to launch Major New Social Network called Circles: {link} Possibly today #SXSW,Other Google product or service,1
Google to Launch Major New Social Network Called Circles!!!  #google #circles #sxsw {link},Other Google product or service,1
Google to Launch Major New Social Network Called Circles!!! #google #circles #sxsw {link},Other Google product or service,1
Google to Launch Major New Social Network Called Circles.. {link} #sxsw v @mention @mention,Other Google product or service,1
Google to launch new social network at SXSW? - CNET News {link} #sxsw,Google,1
"Google to launch new social network Circles, linking u more closely to peeps u connect w/most. possibly today @mention #sxsw!",Other Google product or service,1
"Google to launch product! Wait, no launch, but product exists.  Wait, product does not exist! #sxsw {link}",Google,0
"God, it's like being at #sxsw - have iMac, MacBook, iPhone and BlackBerry all staring at me. Enough! Time to read a book - remember those?",iPhone,0
"ha, seems like it --&gt; ÛÏ@mention The only news at SXSWi was Apple's temporary iPad store? #sxsw #wth?Û",Apple,0
There's a line at #SXSW Apple Store on ipad Day 2! {link},Apple,1
"Saw giant line, thought it was for movie premiere. It was at apple store for iPad 2. Heard more screams than at premiere! #SXSW",iPad,1
"Since I'm listening to Google's Marissa Mayer, but engaging on Twitter I'm wondering what the heck happened to Google Buzz. #SXSW",Other Google product or service,1
I've been looking forward to the google/bing q/a on website ranking all week. #sxsw,Google,1
There are lots of other Google efforts helping Japan! and many other global issues. :)  RT @mention RT @mention wtf is up w/people at #sxsw,Google,1
"You gotta love @mention @mention unabashed Apple #fanboy &gt;&gt; Before It Even Begins, Apple Wins #SXSW :: {link}",Apple,1
So geeky! Love it! RT @mention Apple is opening up a temporary store in downtown Austin for #SXSW and the iPad 2 launch {link},Apple,1
.@mention Love it. @mention @mention #sxsw: &quot;apple comes up w/ cool technology no one's ever heard of because they don't go 2 conferences&quot; me 2!,Apple,1
ÛÏ@mention Love it. @mention at #sxsw: &quot;apple comes up with cool technology no one's ever heard of because they don't go to conferences&quot;Û,Apple,1
"trying to make a detailed, colour coded, google calendar for #SXSW is proving to be really tough. also, when did i get this organized?!",Google,1
&quot;How many people have iPads?&quot; Whole room raises hand. &quot;iPad 2's?&quot; Half the room raises hand. #stillonamacbook #shame #sxsw #nfusion,,1
I love it marketing genius.. #SXSW RT @mention Inside Apple's Temporary Store in Austin {link},Apple,1
Great vid Marty! RT @mention #iPad2 Live Unboxing In Front Of The #SXSW Apple Store [VIDEO] {link},iPad,1
I think I may go iPad only -- no laptop -- today at #SXSWi.  Any #SXSW veterans have any reasons why I shouldn't?,iPad,1
They made me a #soundcloud ambassador for #sxsw I upload music from shows &amp; they reward me RT @mention This soundcloud android app is fresh,Android App,1
Alert the media.  I just saw the one and only Android tablet at #sxsw.  Like finding a needle in a haystack!  I also saw a Cr-48.,Android,1
But great mental image. RT @mention People in this session are taking photos w/ their iPad 2s up in the air... #doingitwrong #sxsw,,1
purchased Mexican Mavis by Boy &amp; Bear... Sold! On first listen. Thanks #SXSW #iTunes #Free {link} #iTunes,Other Apple product or service,1
I think I might go all weekend without seeing the same iPad case twice... #sxsw,iPad,1
For sure! Mine does via iPad RT @mention You know you are an #agnerd if your #dairy relies on evernote!  {link} #SXSW #agchat,iPad,1
"Bummed to miss #SXSW this year, but we're all quarantined with the same kiddie cold, and I have GarageBand on my iPad to comfort me. #fb",iPad,1
How did I miss this?! I knew I spotted NFC enabled google places marker at birds! No wonder all the billboard near #sxsw {link},,1
Loving my Morphie JuicePack today for a recharge of iPhone. So worth it. #sxsw,iPhone,1
"Brilliant move by Apple: before it even begins, Apple wins #SXSW {link}",Apple,1
How could Murphy USA better serve you inside Google Maps on your phone? -Google is announcing great features in v5 #SXSW,Google,1
Why can't my #iPad and I be intimate together? #tapworthy #designflaws #sxswi #sxsw,iPad,1
compiling my #sxsw list in one google doc is taking a lot longer than i thought... so many parties. so many good musicians.,Other Google product or service,0
Day 1 and my charger kicked the bucket. Where the heck is the Apple store that's within walking distance? #sxsw,Apple,0
"With just my iPhone and iPad on me, I feel very unequipped compared to everyone else. Dang! #sxsw",iPhone,0
"Hm? Do we need another 1? RT @mention Google to Launch Major New Social Network Called Circles, Possibly Today {link} #sxsw",,0
ÛÏ@mention New #UberSocial for #iPhone now in the App Store includes UberGuide to #SXSW sponsored by #Mashable {link},iPad or iPhone App,1
